call_uid,sound.files,selec,call_type,call_quality,cluster_unsup,p_contact,contact_thresh_pass
NMSU172_250329_0154__107,NMSU172_250329_0154.wav,107,non-contact,high,6,4.16345389670174e-11,FALSE
NMSU172_250329_0154__108,NMSU172_250329_0154.wav,108,non-contact,high,6,2.0207105996264683e-12,FALSE
NMSU172_250329_0154__109,NMSU172_250329_0154.wav,109,non-contact,high,6,1.1269779400795924e-7,FALSE
NMSU172_250329_0154__110,NMSU172_250329_0154.wav,110,non-contact,high,6,2.3388573008788283e-11,FALSE
NMSU172_250329_0154__111,NMSU172_250329_0154.wav,111,non-contact,high,6,4.397126753679329e-14,FALSE
NMSU172_250329_0154__112,NMSU172_250329_0154.wav,112,non-contact,high,5,6.689889886371518e-11,FALSE
NMSU172_250329_0154__113,NMSU172_250329_0154.wav,113,non-contact,high,5,7.105102086875456e-10,FALSE
NMSU172_250329_0154__114,NMSU172_250329_0154.wav,114,non-contact,high,5,1.2180054160139616e-4,FALSE
NMSU172_250329_0154__115,NMSU172_250329_0154.wav,115,non-contact,high,6,4.6990241104737835e-6,FALSE
NMSU172_250329_0154__116,NMSU172_250329_0154.wav,116,contact-like,high,2,0.9374826824258696,TRUE
NMSU172_250329_0154__117,NMSU172_250329_0154.wav,117,non-contact,high,5,3.776851498529432e-12,FALSE
NMSU172_250329_0154__118,NMSU172_250329_0154.wav,118,non-contact,high,6,0.4097637418363699,FALSE
NMSU172_250329_0154__119,NMSU172_250329_0154.wav,119,non-contact,high,2,0.8818136284012014,TRUE
NMSU172_250329_0154__120,NMSU172_250329_0154.wav,120,non-contact,high,5,6.120673499693494e-12,FALSE
NMSU172_250329_0154__121,NMSU172_250329_0154.wav,121,non-contact,high,6,0.04521284625103416,FALSE
NMSU172_250329_0154__122,NMSU172_250329_0154.wav,122,non-contact,high,6,0.03941310765637096,FALSE
NMSU172_250329_0154__123,NMSU172_250329_0154.wav,123,non-contact,high,5,1.9069054050353403e-6,FALSE
NMSU172_250329_0154__124,NMSU172_250329_0154.wav,124,non-contact,high,5,3.518056786641875e-9,FALSE
NMSU172_250329_0154__125,NMSU172_250329_0154.wav,125,non-contact,high,5,1.3606364846856874e-7,FALSE
NMSU172_250329_0154__126,NMSU172_250329_0154.wav,126,non-contact,high,5,2.1632382487504175e-7,FALSE
NMSU172_250329_0154__127,NMSU172_250329_0154.wav,127,non-contact,high,6,2.8224484603520857e-12,FALSE
NMSU172_250329_0154__128,NMSU172_250329_0154.wav,128,non-contact,high,6,2.1842073690333425e-14,FALSE
NMSU172_250329_0154__129,NMSU172_250329_0154.wav,129,non-contact,high,5,7.246928921404933e-11,FALSE
NMSU172_250329_0154__130,NMSU172_250329_0154.wav,130,non-contact,high,5,6.069114474877263e-8,FALSE
NMSU172_250329_0154__131,NMSU172_250329_0154.wav,131,contact-like,high,2,0.8258557124556379,TRUE
NMSU172_250329_0154__132,NMSU172_250329_0154.wav,132,contact-like,high,2,0.6955190586705201,FALSE
NMSU172_250329_0154__133,NMSU172_250329_0154.wav,133,non-contact,high,6,1.932420674165982e-16,FALSE
NMSU172_250329_0154__134,NMSU172_250329_0154.wav,134,non-contact,high,6,1.290124724028414e-13,FALSE
NMSU172_250329_0154__135,NMSU172_250329_0154.wav,135,non-contact,high,6,7.470349470720125e-10,FALSE
NMSU172_250329_0154__136,NMSU172_250329_0154.wav,136,non-contact,high,6,6.374387176254943e-9,FALSE
NMSU172_250329_0154__137,NMSU172_250329_0154.wav,137,non-contact,high,6,1.3405231995592558e-11,FALSE
NMSU172_250329_0154__138,NMSU172_250329_0154.wav,138,non-contact,high,6,1.2507502647628098e-12,FALSE
NMSU172_250329_0154__139,NMSU172_250329_0154.wav,139,non-contact,high,6,7.364831453393061e-18,FALSE
NMSU172_250329_0154__140,NMSU172_250329_0154.wav,140,contact-like,high,2,0.9127385284625639,TRUE
NMSU172_250329_0154__141,NMSU172_250329_0154.wav,141,contact-like,high,3,0.9525434831112538,TRUE
NMSU172_250329_0154__142,NMSU172_250329_0154.wav,142,contact-like,high,3,0.7496793946833857,FALSE
NMSU172_250329_0154__143,NMSU172_250329_0154.wav,143,contact-like,high,3,0.8984956381467483,TRUE
NMSU172_250329_0154__144,NMSU172_250329_0154.wav,144,contact-like,medium,6,2.716823753373177e-15,FALSE
NMSU172_250329_0154__145,NMSU172_250329_0154.wav,145,non-contact,medium,6,2.6007422695246984e-57,FALSE
NMSU172_250329_0154__146,NMSU172_250329_0154.wav,146,non-contact,medium,6,5.242189546343767e-20,FALSE
NMSU172_250329_0154__147,NMSU172_250329_0154.wav,147,contact-like,medium,6,5.129833902648086e-19,FALSE
NMSU172_250329_0154__148,NMSU172_250329_0154.wav,148,contact-like,high,6,3.7549837149608575e-5,FALSE
NMSU172_250329_0154__149,NMSU172_250329_0154.wav,149,contact-like,high,6,5.7578759145017075e-5,FALSE
NMSU172_250329_0154__150,NMSU172_250329_0154.wav,150,contact-like,high,2,0.7467333097703139,FALSE
NMSU172_250329_0154__151,NMSU172_250329_0154.wav,151,contact-like,high,6,3.3360919590873683e-5,FALSE
NMSU172_250329_0154__152,NMSU172_250329_0154.wav,152,contact-like,high,6,0.010630795677533646,FALSE
NMSU172_250329_0154__153,NMSU172_250329_0154.wav,153,contact-like,medium,6,0.050675029245586915,FALSE
NMSU172_250329_0154__154,NMSU172_250329_0154.wav,154,contact-like,high,3,0.8252848869821025,TRUE
NMSU172_250329_0154__155,NMSU172_250329_0154.wav,155,contact-like,high,2,0.8655325804880966,TRUE
NMSU172_250329_0154__156,NMSU172_250329_0154.wav,156,contact-like,high,2,0.9440655850892222,TRUE
NMSU172_250329_0154__157,NMSU172_250329_0154.wav,157,contact-like,high,2,0.8640392646931466,TRUE
NMSU172_250329_0154__158,NMSU172_250329_0154.wav,158,contact-like,high,6,0.001468055381155311,FALSE
NMSU172_250329_0154__159,NMSU172_250329_0154.wav,159,contact-like,high,6,0.008067660195162757,FALSE
NMSU172_250329_0154__160,NMSU172_250329_0154.wav,160,contact-like,high,2,0.9425926656660687,TRUE
NMSU172_250329_0154__161,NMSU172_250329_0154.wav,161,contact-like,high,2,0.7911225527919034,FALSE
NMSU172_250329_0154__162,NMSU172_250329_0154.wav,162,contact-like,high,2,0.8729154843368313,TRUE
NMSU172_250329_0154__163,NMSU172_250329_0154.wav,163,contact-like,high,6,0.045814757062754355,FALSE
NMSU172_250409_0199__1,NMSU172_250409_0199.wav,1,non-contact,high,1,1.8562959228782177e-12,FALSE
NMSU172_250409_0199__2,NMSU172_250409_0199.wav,2,non-contact,high,1,2.196620128962999e-5,FALSE
NMSU172_250409_0199__3,NMSU172_250409_0199.wav,3,non-contact,high,1,7.931509891742716e-6,FALSE
NMSU172_250409_0199__4,NMSU172_250409_0199.wav,4,non-contact,medium,1,5.1296610353921214e-11,FALSE
NMSU172_250409_0199__5,NMSU172_250409_0199.wav,5,non-contact,high,1,2.15156298523101e-22,FALSE
NMSU172_250409_0199__6,NMSU172_250409_0199.wav,6,non-contact,high,1,3.1756778067116995e-7,FALSE
NMSU172_250409_0199__7,NMSU172_250409_0199.wav,7,non-contact,high,1,2.677424575560278e-7,FALSE
NMSU172_250409_0199__8,NMSU172_250409_0199.wav,8,contact-like,high,3,0.9217317994851768,TRUE
NMSU172_250409_0199__9,NMSU172_250409_0199.wav,9,contact-like,high,3,0.9699598241452658,TRUE
NMSU172_250409_0199__10,NMSU172_250409_0199.wav,10,contact-like,high,3,0.9832928724153518,TRUE
NMSU172_250409_0199__11,NMSU172_250409_0199.wav,11,contact-like,high,3,0.945444738131765,TRUE
NMSU172_250409_0199__12,NMSU172_250409_0199.wav,12,contact-like,high,3,0.9736309256221257,TRUE
NMSU172_250409_0199__13,NMSU172_250409_0199.wav,13,contact-like,high,3,0.9827747999423851,TRUE
NMSU172_250409_0199__14,NMSU172_250409_0199.wav,14,contact-like,high,4,0.9829623593538453,TRUE
NMSU172_250409_0199__15,NMSU172_250409_0199.wav,15,contact-like,high,3,0.9803018306675116,TRUE
NMSU172_250409_0199__16,NMSU172_250409_0199.wav,16,contact-like,high,3,0.9711306913314572,TRUE
NMSU172_250409_0199__17,NMSU172_250409_0199.wav,17,contact-like,high,3,0.9768641946685298,TRUE
NMSU172_250409_0199__18,NMSU172_250409_0199.wav,18,contact-like,high,3,0.9838064321764457,TRUE
NMSU172_250409_0199__19,NMSU172_250409_0199.wav,19,contact-like,high,3,0.9767697381295211,TRUE
NMSU172_250409_0199__20,NMSU172_250409_0199.wav,20,non-contact,high,1,0.06941203165919792,FALSE
NMSU172_250409_0199__21,NMSU172_250409_0199.wav,21,contact-like,high,4,0.9850829091421663,TRUE
NMSU172_250409_0199__22,NMSU172_250409_0199.wav,22,contact-like,high,2,0.9605027019881731,TRUE
NMSU172_250409_0199__23,NMSU172_250409_0199.wav,23,contact-like,high,4,0.9705328422358196,TRUE
NMSU172_250409_0199__24,NMSU172_250409_0199.wav,24,non-contact,high,1,3.0093927914381605e-5,FALSE
NMSU172_250409_0199__25,NMSU172_250409_0199.wav,25,contact-like,high,4,0.996079355679872,TRUE
NMSU172_250409_0199__26,NMSU172_250409_0199.wav,26,contact-like,high,2,0.9661196848056893,TRUE
NMSU172_250409_0199__27,NMSU172_250409_0199.wav,27,contact-like,high,2,0.9853189036779261,TRUE
NMSU172_250409_0199__28,NMSU172_250409_0199.wav,28,contact-like,high,4,0.982136290367366,TRUE
NMSU172_250409_0199__29,NMSU172_250409_0199.wav,29,contact-like,high,4,0.9952582985614561,TRUE
NMSU172_250409_0199__30,NMSU172_250409_0199.wav,30,contact-like,high,4,0.9804352198726495,TRUE
NMSU172_250409_0199__31,NMSU172_250409_0199.wav,31,contact-like,high,2,0.9813739877056902,TRUE
NMSU172_250409_0199__32,NMSU172_250409_0199.wav,32,contact-like,high,4,0.99195013282008615,TRUE
NMSU172_250409_0199__33,NMSU172_250409_0199.wav,33,contact-like,high,4,0.9980567464422474,TRUE
NMSU172_250409_0199__34,NMSU172_250409_0199.wav,34,contact-like,high,2,0.9758413251240349,TRUE
NMSU172_250409_0199__35,NMSU172_250409_0199.wav,35,contact-like,high,4,0.9991033822813594,TRUE
NMSU172_250409_0199__36,NMSU172_250409_0199.wav,36,contact-like,high,4,0.9977036577120842,TRUE
NMSU172_250409_0199__37,NMSU172_250409_0199.wav,37,contact-like,high,4,0.9988987815686766,TRUE
NMSU172_250409_0199__38,NMSU172_250409_0199.wav,38,contact-like,high,4,0.9986164561173794,TRUE
NMSU172_250409_0199__39,NMSU172_250409_0199.wav,39,contact-like,high,4,0.9977155542280954,TRUE
NMSU172_250409_0199__40,NMSU172_250409_0199.wav,40,contact-like,high,4,0.9971442472566678,TRUE
NMSU172_250409_0199__41,NMSU172_250409_0199.wav,41,contact-like,high,4,0.997382140015734,TRUE
NMSU172_250409_0199__42,NMSU172_250409_0199.wav,42,contact-like,high,4,0.9973659946998366,TRUE
NMSU172_250409_0199__43,NMSU172_250409_0199.wav,43,contact-like,high,4,0.9967663748855424,TRUE
NMSU172_250409_0199__44,NMSU172_250409_0199.wav,44,contact-like,high,4,0.996269463033952,TRUE
NMSU172_250409_0199__45,NMSU172_250409_0199.wav,45,non-contact,high,4,0.9965257468735638,TRUE
NMSU172_250409_0199__46,NMSU172_250409_0199.wav,46,contact-like,high,4,0.9985008718104172,TRUE
NMSU172_250409_0199__47,NMSU172_250409_0199.wav,47,contact-like,high,4,0.9863510481765008,TRUE
NMSU172_250409_0199__48,NMSU172_250409_0199.wav,48,contact-like,high,3,0.9500922083743073,TRUE
NMSU172_250409_0199__49,NMSU172_250409_0199.wav,49,contact-like,high,4,0.9918221395957573,TRUE
NMSU172_250409_0199__50,NMSU172_250409_0199.wav,50,contact-like,high,4,0.9974639332845006,TRUE
NMSU172_250409_0199__51,NMSU172_250409_0199.wav,51,contact-like,high,4,0.9932635578544007,TRUE
NMSU172_250409_0199__52,NMSU172_250409_0199.wav,52,contact-like,high,4,0.9949815649051331,TRUE
NMSU172_250409_0199__53,NMSU172_250409_0199.wav,53,contact-like,high,4,0.9940880390289328,TRUE
NMSU172_250409_0199__54,NMSU172_250409_0199.wav,54,contact-like,high,4,0.9915978136322264,TRUE
NMSU172_250409_0199__55,NMSU172_250409_0199.wav,55,contact-like,high,4,0.9707919932185489,TRUE
NMSU172_250409_0199__56,NMSU172_250409_0199.wav,56,contact-like,high,4,0.9977158261672849,TRUE
NMSU172_250409_0199__57,NMSU172_250409_0199.wav,57,contact-like,high,4,0.9930414283166015,TRUE
NMSU172_250409_0199__58,NMSU172_250409_0199.wav,58,contact-like,high,4,0.9980516205771623,TRUE
NMSU172_250409_0199__59,NMSU172_250409_0199.wav,59,contact-like,high,4,0.994226932766689,TRUE
NMSU172_250409_0199__60,NMSU172_250409_0199.wav,60,non-contact,high,6,7.62494648864191e-5,FALSE
NMSU172_250409_0199__61,NMSU172_250409_0199.wav,61,non-contact,high,5,2.0668435622534518e-9,FALSE
NMSU172_250409_0199__62,NMSU172_250409_0199.wav,62,non-contact,high,5,0.002908252242298427,FALSE
NMSU172_250409_0199__63,NMSU172_250409_0199.wav,63,non-contact,high,5,6.482834871701685e-6,FALSE
NMSU172_250409_0199__64,NMSU172_250409_0199.wav,64,non-contact,high,5,6.8595203548532e-7,FALSE
NMSU172_250409_0199__65,NMSU172_250409_0199.wav,65,non-contact,high,5,0.001289908616404839,FALSE
NMSU172_250409_0199__66,NMSU172_250409_0199.wav,66,non-contact,high,5,7.916217282487735e-6,FALSE
NMSU172_250409_0199__67,NMSU172_250409_0199.wav,67,non-contact,high,5,4.494665742536894e-5,FALSE
NMSU172_250409_0199__68,NMSU172_250409_0199.wav,68,non-contact,high,5,1.9154649907142079e-4,FALSE
NMSU172_250409_0199__69,NMSU172_250409_0199.wav,69,non-contact,high,5,6.906084526378195e-8,FALSE
NMSU172_250409_0199__70,NMSU172_250409_0199.wav,70,non-contact,high,5,0.0013565611735589771,FALSE
NMSU172_250409_0199__71,NMSU172_250409_0199.wav,71,non-contact,high,5,5.070544470419894e-4,FALSE
NMSU172_250409_0199__72,NMSU172_250409_0199.wav,72,non-contact,high,5,1.2970839118401275e-6,FALSE
NMSU172_250409_0199__73,NMSU172_250409_0199.wav,73,non-contact,high,5,1.337722781796449e-4,FALSE
NMSU172_250409_0199__74,NMSU172_250409_0199.wav,74,non-contact,high,5,8.707396897465039e-7,FALSE
NMSU172_250409_0199__75,NMSU172_250409_0199.wav,75,non-contact,high,5,9.735122894968818e-9,FALSE
NMSU172_250409_0199__76,NMSU172_250409_0199.wav,76,non-contact,high,5,1.647116896242243e-6,FALSE
NMSU172_250409_0199__77,NMSU172_250409_0199.wav,77,non-contact,high,5,0.046240772869925235,FALSE
NMSU172_250409_0199__78,NMSU172_250409_0199.wav,78,non-contact,high,5,7.802079178970054e-6,FALSE
NMSU172_250409_0199__79,NMSU172_250409_0199.wav,79,non-contact,high,5,1.082584266186068e-7,FALSE
NMSU172_250409_0199__80,NMSU172_250409_0199.wav,80,non-contact,high,5,1.3559974421602272e-7,FALSE
NMSU172_250409_0199__81,NMSU172_250409_0199.wav,81,non-contact,high,3,0.8952488007882436,TRUE
NMSU172_250409_0199__82,NMSU172_250409_0199.wav,82,non-contact,high,5,1.0966142952986567e-8,FALSE
NMSU172_250409_0199__83,NMSU172_250409_0199.wav,83,non-contact,high,5,3.224214826123394e-10,FALSE
NMSU172_250409_0199__84,NMSU172_250409_0199.wav,84,non-contact,high,6,2.904456329166606e-13,FALSE
NMSU172_250409_0199__85,NMSU172_250409_0199.wav,85,non-contact,high,5,3.667956091135263e-8,FALSE
NMSU172_250409_0199__86,NMSU172_250409_0199.wav,86,non-contact,high,5,3.225125947415503e-6,FALSE
NMSU172_250409_0199__87,NMSU172_250409_0199.wav,87,non-contact,high,6,5.220754398842088e-13,FALSE
NMSU172_250409_0199__88,NMSU172_250409_0199.wav,88,non-contact,high,6,6.439752081412246e-16,FALSE
NMSU172_250409_0199__89,NMSU172_250409_0199.wav,89,non-contact,high,5,6.001521405978786e-9,FALSE
NMSU172_250409_0199__90,NMSU172_250409_0199.wav,90,contact-like,high,4,0.996895908027597,TRUE
NMSU172_250409_0199__91,NMSU172_250409_0199.wav,91,contact-like,high,4,0.9975442639236243,TRUE
NMSU172_250409_0199__92,NMSU172_250409_0199.wav,92,non-contact,high,5,8.857298902590354e-7,FALSE
NMSU172_250409_0199__93,NMSU172_250409_0199.wav,93,contact-like,high,4,0.9824133017653992,TRUE
NMSU172_250409_0199__94,NMSU172_250409_0199.wav,94,non-contact,high,6,4.989350237644478e-33,FALSE
NMSU172_250409_0199__95,NMSU172_250409_0199.wav,95,non-contact,high,5,8.220517691695628e-4,FALSE
NMSU172_250409_0199__96,NMSU172_250409_0199.wav,96,non-contact,high,5,1.1960456490947973e-8,FALSE
NMSU172_250409_0199__97,NMSU172_250409_0199.wav,97,non-contact,high,5,1.0177892962344911e-8,FALSE
NMSU172_250409_0199__98,NMSU172_250409_0199.wav,98,non-contact,high,5,6.4941209323588314e-6,FALSE
NMSU172_250409_0199__99,NMSU172_250409_0199.wav,99,non-contact,high,5,8.638717600360176e-10,FALSE
NMSU172_250409_0199__100,NMSU172_250409_0199.wav,100,non-contact,high,5,2.267842768121653e-10,FALSE
NMSU172_250409_0199__101,NMSU172_250409_0199.wav,101,non-contact,high,5,1.7576444057815504e-7,FALSE
NMSU172_250409_0199__102,NMSU172_250409_0199.wav,102,non-contact,high,5,1.894367129849487e-4,FALSE
NMSU172_250409_0199__103,NMSU172_250409_0199.wav,103,non-contact,high,5,1.4993275664155123e-10,FALSE
NMSU172_250409_0199__104,NMSU172_250409_0199.wav,104,non-contact,high,5,2.5807084911529768e-12,FALSE
NMSU172_250409_0199__105,NMSU172_250409_0199.wav,105,non-contact,high,5,6.19761692377801e-10,FALSE
NMSU172_250409_0199__106,NMSU172_250409_0199.wav,106,non-contact,high,5,2.3897039742939283e-12,FALSE
NMSU172_250409_0199__107,NMSU172_250409_0199.wav,107,non-contact,high,6,1.2647339446107406e-25,FALSE
NMSU172_250409_0199__108,NMSU172_250409_0199.wav,108,non-contact,high,6,4.921346762941397e-24,FALSE
NMSU172_250409_0199__109,NMSU172_250409_0199.wav,109,contact-like,high,4,0.9909685061961283,TRUE
NMSU172_250409_0199__110,NMSU172_250409_0199.wav,110,contact-like,high,3,0.9145189816308484,TRUE
NMSU172_250409_0199__111,NMSU172_250409_0199.wav,111,contact-like,medium,5,7.822135522007977e-4,FALSE
NMSU172_250409_0199__112,NMSU172_250409_0199.wav,112,contact-like,medium,6,6.482247161811671e-17,FALSE
NMSU172_250409_0199__113,NMSU172_250409_0199.wav,113,contact-like,high,4,0.5948770457481942,FALSE
NMSU172_250409_0199__114,NMSU172_250409_0199.wav,114,contact-like,high,3,0.9680667813935355,TRUE
NMSU172_250409_0199__115,NMSU172_250409_0199.wav,115,contact-like,high,2,0.9655446736542938,TRUE
NMSU172_250409_0199__116,NMSU172_250409_0199.wav,116,contact-like,medium,6,0.33042439603438944,FALSE
NMSU172_250409_0199__117,NMSU172_250409_0199.wav,117,contact-like,high,4,0.9986733519997616,TRUE
NMSU172_250409_0199__118,NMSU172_250409_0199.wav,118,contact-like,high,4,0.9963214394355888,TRUE
NMSU172_250409_0199__119,NMSU172_250409_0199.wav,119,contact-like,high,4,0.9920784425708105,TRUE
NMSU172_250409_0199__120,NMSU172_250409_0199.wav,120,contact-like,high,4,0.9856043125990641,TRUE
NMSU172_250409_0199__121,NMSU172_250409_0199.wav,121,contact-like,high,4,0.9860740814091424,TRUE
NMSU172_250409_0199__122,NMSU172_250409_0199.wav,122,non-contact,high,6,1.6822479335347498e-4,FALSE
NMSU172_250409_0199__123,NMSU172_250409_0199.wav,123,non-contact,high,5,3.782271575061911e-6,FALSE
NMSU172_250409_0199__124,NMSU172_250409_0199.wav,124,non-contact,high,5,3.0680830200376783e-6,FALSE
NMSU172_250409_0199__125,NMSU172_250409_0199.wav,125,non-contact,high,5,7.803926415072543e-7,FALSE
NMSU172_250409_0199__126,NMSU172_250409_0199.wav,126,non-contact,high,5,1.2621295590606597e-7,FALSE
NMSU172_250409_0199__127,NMSU172_250409_0199.wav,127,non-contact,high,5,2.0203059126179228e-10,FALSE
NMSU172_250409_0199__128,NMSU172_250409_0199.wav,128,non-contact,high,6,2.1179138423771072e-11,FALSE
NMSU172_250409_0199__129,NMSU172_250409_0199.wav,129,non-contact,high,5,4.829317402300905e-10,FALSE
NMSU172_250409_0199__130,NMSU172_250409_0199.wav,130,non-contact,high,6,5.3112422038308595e-8,FALSE
NMSU172_250409_0199__131,NMSU172_250409_0199.wav,131,non-contact,high,5,7.400417807682782e-8,FALSE
NMSU172_250409_0199__132,NMSU172_250409_0199.wav,132,non-contact,high,5,1.087291435682682e-9,FALSE
NMSU172_250409_0199__133,NMSU172_250409_0199.wav,133,non-contact,high,5,7.076252321219064e-6,FALSE
NMSU172_250409_0199__134,NMSU172_250409_0199.wav,134,non-contact,high,5,5.003601595713825e-8,FALSE
NMSU172_250409_0199__135,NMSU172_250409_0199.wav,135,non-contact,high,5,2.4960040743619955e-8,FALSE
NMSU172_250409_0199__136,NMSU172_250409_0199.wav,136,non-contact,high,5,5.535230491285311e-10,FALSE
NMSU172_250409_0199__137,NMSU172_250409_0199.wav,137,non-contact,high,5,1.197665161651736e-5,FALSE
NMSU172_250409_0199__138,NMSU172_250409_0199.wav,138,non-contact,high,5,1.4205547195607596e-9,FALSE
NMSU172_250409_0199__139,NMSU172_250409_0199.wav,139,non-contact,high,5,1.8020481329783514e-9,FALSE
NMSU172_250409_0199__140,NMSU172_250409_0199.wav,140,non-contact,high,5,2.9006103602315724e-7,FALSE
NMSU172_250409_0199__141,NMSU172_250409_0199.wav,141,non-contact,high,5,3.7247814303054965e-6,FALSE
NMSU172_250409_0199__142,NMSU172_250409_0199.wav,142,non-contact,high,5,6.620151342358354e-9,FALSE
NMSU172_250409_0199__143,NMSU172_250409_0199.wav,143,non-contact,high,5,5.782450850750583e-7,FALSE
NMSU172_250409_0199__144,NMSU172_250409_0199.wav,144,non-contact,high,5,1.647947970785576e-8,FALSE
NMSU172_250409_0199__145,NMSU172_250409_0199.wav,145,non-contact,high,5,2.327227943798742e-6,FALSE
NMSU172_250409_0199__146,NMSU172_250409_0199.wav,146,non-contact,high,5,1.6344723305180615e-10,FALSE
NMSU172_250409_0199__147,NMSU172_250409_0199.wav,147,non-contact,high,5,1.4219364790164074e-7,FALSE
NMSU172_250409_0199__148,NMSU172_250409_0199.wav,148,non-contact,high,5,2.155941154575932e-6,FALSE
NMSU172_250409_0199__149,NMSU172_250409_0199.wav,149,non-contact,high,6,1.2495461851758486e-20,FALSE
NMSU172_250409_0199__150,NMSU172_250409_0199.wav,150,non-contact,high,6,6.2047529467901494e-31,FALSE
NMSU172_250409_0199__151,NMSU172_250409_0199.wav,151,non-contact,high,6,2.0194029935909724e-23,FALSE
NMSU172_250409_0199__152,NMSU172_250409_0199.wav,152,non-contact,high,6,1.9893495729795723e-37,FALSE
NMSU172_250409_0199__153,NMSU172_250409_0199.wav,153,non-contact,high,6,6.941397857255563e-36,FALSE
NMSU172_250409_0199__154,NMSU172_250409_0199.wav,154,non-contact,high,6,1.9473635614480112e-28,FALSE
NMSU172_250409_0199__155,NMSU172_250409_0199.wav,155,non-contact,high,6,2.040304969795783e-14,FALSE
NMSU172_250409_0199__156,NMSU172_250409_0199.wav,156,non-contact,high,6,3.602132442003052e-10,FALSE
NMSU172_250409_0199__157,NMSU172_250409_0199.wav,157,non-contact,high,6,1.1245420499754365e-8,FALSE
NMSU172_250409_0199__158,NMSU172_250409_0199.wav,158,non-contact,high,6,2.4575241465489035e-8,FALSE
NMSU172_250409_0199__159,NMSU172_250409_0199.wav,159,non-contact,high,6,0.004639887777861432,FALSE
NMSU172_250409_0199__160,NMSU172_250409_0199.wav,160,non-contact,high,6,9.466975687010675e-5,FALSE
NMSU172_250409_0199__161,NMSU172_250409_0199.wav,161,non-contact,high,6,1.0088803682055519e-5,FALSE
NMSU172_250409_0199__162,NMSU172_250409_0199.wav,162,non-contact,high,6,4.3515735504631794e-5,FALSE
NMSU172_250409_0199__163,NMSU172_250409_0199.wav,163,non-contact,high,6,0.460206151612833,FALSE
NMSU172_250409_0199__164,NMSU172_250409_0199.wav,164,non-contact,high,6,0.020643674684354824,FALSE
NMSU172_250409_0199__165,NMSU172_250409_0199.wav,165,contact-like,high,2,0.9190392906516661,TRUE
NMSU172_250409_0199__167,NMSU172_250409_0199.wav,167,contact-like,high,3,0.9738269540348264,TRUE
NMSU172_250409_0199__168,NMSU172_250409_0199.wav,168,contact-like,high,3,0.9517557480624067,TRUE
NMSU172_250409_0199__169,NMSU172_250409_0199.wav,169,contact-like,high,2,0.8975967868352245,TRUE
NMSU172_250409_0199__170,NMSU172_250409_0199.wav,170,contact-like,high,3,0.9059246932576659,TRUE
NMSU172_250409_0199__171,NMSU172_250409_0199.wav,171,contact-like,high,2,0.9221215271555413,TRUE
NMSU172_250409_0199__172,NMSU172_250409_0199.wav,172,contact-like,high,4,0.9431945537746801,TRUE
NMSU172_250409_0199__173,NMSU172_250409_0199.wav,173,contact-like,high,4,0.9983213353723436,TRUE
NMSU172_250409_0199__174,NMSU172_250409_0199.wav,174,contact-like,high,4,0.9912060261375566,TRUE
NMSU172_250409_0199__175,NMSU172_250409_0199.wav,175,contact-like,high,3,0.9845963597194978,TRUE
NMSU172_250409_0199__176,NMSU172_250409_0199.wav,176,contact-like,high,2,0.8613062884288762,TRUE
NMSU172_250409_0199__177,NMSU172_250409_0199.wav,177,contact-like,high,3,0.7722129651664208,FALSE
NMSU172_250409_0199__178,NMSU172_250409_0199.wav,178,contact-like,high,4,0.9821730485352668,TRUE
NMSU172_250409_0199__179,NMSU172_250409_0199.wav,179,contact-like,high,4,0.9910837853346229,TRUE
NMSU172_250409_0199__180,NMSU172_250409_0199.wav,180,contact-like,high,4,0.9929070086972221,TRUE
NMSU172_250409_0199__181,NMSU172_250409_0199.wav,181,contact-like,high,2,0.971660324588012,TRUE
NMSU172_250409_0199__182,NMSU172_250409_0199.wav,182,contact-like,high,3,0.6290760632700801,FALSE
NMSU172_250409_0199__183,NMSU172_250409_0199.wav,183,contact-like,high,2,0.8911801969759816,TRUE
NMSU172_250409_0199__184,NMSU172_250409_0199.wav,184,contact-like,high,3,0.9438599380708567,TRUE
NMSU172_250409_0199__185,NMSU172_250409_0199.wav,185,contact-like,high,3,0.9708455626986116,TRUE
NMSU172_250409_0199__186,NMSU172_250409_0199.wav,186,contact-like,high,6,0.0015016740010120472,FALSE
NMSU172_250409_0199__187,NMSU172_250409_0199.wav,187,contact-like,high,3,0.936505111789874,TRUE
NMSU172_250409_0199__188,NMSU172_250409_0199.wav,188,contact-like,high,2,0.9714464222590975,TRUE
NMSU172_250409_0199__189,NMSU172_250409_0199.wav,189,contact-like,high,4,0.9989641618766132,TRUE
NMSU172_250409_0199__190,NMSU172_250409_0199.wav,190,contact-like,high,3,0.9553130840115646,TRUE
NMSU172_250409_0199__191,NMSU172_250409_0199.wav,191,contact-like,high,4,0.996715465469028,TRUE
NMSU172_250409_0199__192,NMSU172_250409_0199.wav,192,contact-like,high,4,0.9966182088352344,TRUE
NMSU172_250409_0199__193,NMSU172_250409_0199.wav,193,contact-like,high,2,0.9592153832877947,TRUE
NMSU172_250409_0199__194,NMSU172_250409_0199.wav,194,contact-like,high,4,0.9982567652138971,TRUE
NMSU172_250409_0199__195,NMSU172_250409_0199.wav,195,contact-like,high,4,0.9979368049478033,TRUE
NMSU172_250409_0199__196,NMSU172_250409_0199.wav,196,contact-like,high,2,0.8951509285806458,TRUE
